FID,Geocodigo,Nome,MoradDPPOCanalizCasaTot,MoradDPPOCanalizTerrTot,MoradDPPOSemCanalizTot,MoradDPPOTotTot,PercMoradDPPOCanalizCasaTot,PercMoradDPPOCanalizTerrTot,PercMoradDPPOSemCanalizTot
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68ef,2506905,Itabaiana - PB,20485,321,2270,23076,88.77,1.39,9.84
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68ee,3117702,Conceição do Rio Verde - MG,12448,14,9,12471,99.82,0.11,0.07
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68ed,2507002,Itaporanga - PB,22254,808,796,23858,93.28,3.39,3.34
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68ec,2507101,Itapororoca - PB,15194,1943,1239,18376,82.68,10.57,6.74
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68eb,2507200,Itatuba - PB,8313,184,1962,10459,79.48,1.76,18.76
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68ea,2507309,Jacaraú - PB,12049,845,1555,14449,83.39,5.85,10.76
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68e9,2507408,Jericó - PB,6926,199,380,7505,92.29,2.65,5.06
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68e8,2507507,João Pessoa - PB,824280,3123,1161,828564,99.48,0.38,0.14
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68e7,2507606,Juarez Távora - PB,6376,257,1161,7794,81.81,3.3,14.9
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68e6,2507705,Juazeirinho - PB,9662,564,6773,16999,56.84,3.32,39.84
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68e5,2507804,Junco do Seridó - PB,3668,223,2892,6783,54.08,3.29,42.64
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68e4,2507903,Juripiranga - PB,8171,515,1313,9999,81.72,5.15,13.13
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68e3,2508000,Juru - PB,7812,413,1004,9229,84.65,4.48,10.88
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68e2,2508109,Lagoa - PB,3475,805,104,4384,79.27,18.36,2.37
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68e1,2508208,Lagoa de Dentro - PB,4927,293,2592,7812,63.07,3.75,33.18
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68e0,2508307,Lagoa Seca - PB,20791,811,6021,27623,75.27,2.94,21.8
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68df,2508406,Lastro - PB,1774,509,867,3150,56.32,16.16,27.52
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68de,2508505,Livramento - PB,4007,169,2701,6877,58.27,2.46,39.28
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68dd,2508554,Logradouro - PB,3658,57,1080,4795,76.29,1.19,22.52
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68dc,2508604,Lucena - PB,12069,143,339,12551,96.16,1.14,2.7
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68db,2508703,Mãe d'Água - PB,2687,169,727,3583,74.99,4.72,20.29
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68da,2508802,Malta - PB,5778,71,149,5998,96.33,1.18,2.48
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68d9,2508901,Mamanguape - PB,38804,2261,3484,44549,87.1,5.08,7.82
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68d8,2509008,Manaíra - PB,8353,382,1699,10434,80.06,3.66,16.28
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68d7,2509057,Marcação - PB,8500,457,42,8999,94.45,5.08,0.47
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68d6,2509107,Mari - PB,19895,495,982,21372,93.09,2.32,4.59
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68d5,2509156,Marizópolis - PB,6103,348,250,6701,91.08,5.19,3.73
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68d4,2509206,Massaranduba - PB,10527,438,3172,14137,74.46,3.1,22.44
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68d3,2509305,Mataraca - PB,7929,232,62,8223,96.42,2.82,0.75
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68d2,2509339,Matinhas - PB,2065,353,2153,4571,45.18,7.72,47.1
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68d1,2509370,Mato Grosso - PB,2294,109,137,2540,90.31,4.29,5.39
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68d0,2509396,Maturéia - PB,4191,170,2068,6429,65.19,2.64,32.17
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68cf,2509404,Mogeiro - PB,8446,1071,4380,13897,60.78,7.71,31.52
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68ce,2509503,Montadas - PB,3365,373,2073,5811,57.91,6.42,35.67
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68cd,2509602,Monte Horebe - PB,3573,223,517,4313,82.84,5.17,11.99
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68cc,2509701,Monteiro - PB,26297,1058,4784,32139,81.82,3.29,14.89
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68cb,2509800,Mulungu - PB,7193,478,1104,8775,81.97,5.45,12.58
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68ca,2509909,Natuba - PB,5656,552,2735,8943,63.25,6.17,30.58
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68c9,2510006,Nazarezinho - PB,6499,333,370,7202,90.24,4.62,5.14
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68c8,2510105,Nova Floresta - PB,8614,292,806,9712,88.69,3.01,8.3
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68c7,2510204,Nova Olinda - PB,5088,542,157,5787,87.92,9.37,2.71
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68c6,2510303,Nova Palmeira - PB,2821,71,1358,4250,66.38,1.67,31.95
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68c5,3528205,Macedônia - SP,3934,9,1,3944,99.75,0.23,0.03
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68c4,2510402,Olho d'Água - PB,5280,79,701,6060,87.13,1.3,11.57
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68c3,2510501,Olivedos - PB,2534,43,1003,3580,70.78,1.2,28.02
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68c2,2510600,Ouro Velho - PB,2685,42,191,2918,92.02,1.44,6.55
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68c1,2510659,Parari - PB,871,264,585,1720,50.64,15.35,34.01
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68c0,2510709,Passagem - PB,2201,73,189,2463,89.36,2.96,7.67
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68bf,2510808,Patos - PB,100242,394,1799,102435,97.86,0.38,1.76
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68be,2510907,Paulista - PB,9915,1479,427,11821,83.88,12.51,3.61
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68bd,2511004,Pedra Branca - PB,3484,196,53,3733,93.33,5.25,1.42
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68bc,2511103,Pedra Lavrada - PB,4381,56,2404,6841,64.04,0.82,35.14
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68bb,2511202,Pedras de Fogo - PB,26096,1884,1594,29574,88.24,6.37,5.39
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68ba,2511301,Piancó - PB,14135,773,1491,16399,86.19,4.71,9.09
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68b9,2511400,Picuí - PB,11708,731,5865,18304,63.96,3.99,32.04
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68b8,2511509,Pilar - PB,10356,543,1351,12250,84.54,4.43,11.03
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68b7,2511608,Pilões - PB,5323,201,1289,6813,78.13,2.95,18.92
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68b6,2511707,Pilõezinhos - PB,4914,248,167,5329,92.21,4.65,3.13
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68b5,2511806,Pirpirituba - PB,8135,139,1063,9337,87.13,1.49,11.38
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68b4,2511905,Pitimbu - PB,15758,276,710,16744,94.11,1.65,4.24
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68b3,2512002,Pocinhos - PB,12634,257,4572,17463,72.35,1.47,26.18
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68b2,2512036,Poço Dantas - PB,2116,503,1211,3830,55.25,13.13,31.62
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68b1,2512077,Poço de José de Moura - PB,3481,287,238,4006,86.89,7.16,5.94
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68b0,2512101,Pombal - PB,31029,451,922,32402,95.76,1.39,2.85
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68af,2512200,Prata - PB,3259,101,547,3907,83.41,2.59,14
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68ae,2512309,Princesa Isabel - PB,17201,558,3301,21060,81.68,2.65,15.67
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68ad,2512408,Puxinanã - PB,11061,377,2775,14213,77.82,2.65,19.52
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68ac,2512507,Queimadas - PB,39064,2187,6366,47617,82.04,4.59,13.37
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68ab,2512606,Quixaba - PB,1031,97,609,1737,59.36,5.58,35.06
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68aa,2512705,Remígio - PB,13223,358,4215,17796,74.3,2.01,23.69
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68a9,3504305,Avaí - SP,4456,18,9,4483,99.4,0.4,0.2
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68a8,2512721,Pedro Régis - PB,4534,445,784,5763,78.67,7.72,13.6
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68a7,2512747,Riachão - PB,1186,190,1551,2927,40.52,6.49,52.99
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68a6,2512754,Riachão do Bacamarte - PB,3219,131,1340,4690,68.64,2.79,28.57
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68a5,2512762,Riachão do Poço - PB,4341,318,78,4737,91.64,6.71,1.65
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68a4,2512788,Riacho de Santo Antônio - PB,441,94,1411,1946,22.66,4.83,72.51
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68a3,2512804,Riacho dos Cavalos - PB,7770,160,561,8491,91.51,1.88,6.61
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68a2,2512903,Rio Tinto - PB,23082,744,720,24546,94.04,3.03,2.93
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68a1,2513000,Salgadinho - PB,2108,330,917,3355,62.83,9.84,27.33
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-68a0,2513109,Salgado de São Félix - PB,8861,413,2218,11492,77.11,3.59,19.3
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-689f,2513158,Santa Cecília - PB,4208,368,3088,7664,54.91,4.8,40.29
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-689e,2513208,Santa Cruz - PB,5382,256,307,5945,90.53,4.31,5.16
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-689d,2513307,Santa Helena - PB,5461,103,291,5855,93.27,1.76,4.97
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-689c,2513356,Santa Inês - PB,2384,409,428,3221,74.01,12.7,13.29
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-689b,2513406,Santa Luzia - PB,13801,195,903,14899,92.63,1.31,6.06
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-689a,2513505,Santana de Mangueira - PB,3907,773,323,5003,78.09,15.45,6.46
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6899,2513604,Santana dos Garrotes - PB,5635,737,195,6567,85.81,11.22,2.97
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6898,2513653,Joca Claudino - PB,1690,45,804,2539,66.56,1.77,31.67
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6897,2513703,Santa Rita - PB,144186,2771,2283,149240,96.61,1.86,1.53
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6896,2513802,Santa Teresinha - PB,3983,134,284,4401,90.5,3.04,6.45
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6895,2513851,Santo André - PB,2161,288,171,2620,82.48,10.99,6.53
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6894,2513901,São Bento - PB,30863,730,607,32200,95.85,2.27,1.89
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6893,2513927,São Bentinho - PB,3983,170,174,4327,92.05,3.93,4.02
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6892,2513943,São Domingos do Cariri - PB,2514,42,29,2585,97.25,1.62,1.12
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6891,2513968,São Domingos - PB,2472,78,43,2593,95.33,3.01,1.66
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6890,2513984,São Francisco - PB,3083,38,16,3137,98.28,1.21,0.51
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-688f,2514008,São João do Cariri - PB,3658,70,466,4194,87.22,1.67,11.11
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-688e,2514107,São João do Tigre - PB,927,369,2964,4260,21.76,8.66,69.58
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-688d,3100500,Açucena - MG,8685,67,11,8763,99.11,0.76,0.13
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-688c,2514206,São José da Lagoa Tapada - PB,5291,1432,399,7122,74.29,20.11,5.6
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-688b,2514305,São José de Caiana - PB,3629,1095,310,5034,72.09,21.75,6.16
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-688a,2514404,São José de Espinharas - PB,3564,121,382,4067,87.63,2.98,9.39
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6889,2514453,São José dos Ramos - PB,4349,224,1304,5877,74,3.81,22.19
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6888,2514503,São José de Piranhas - PB,17914,669,415,18998,94.29,3.52,2.18
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6887,2514552,São José de Princesa - PB,2102,459,852,3413,61.59,13.45,24.96
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6886,2514602,São José do Bonfim - PB,2758,74,409,3241,85.1,2.28,12.62
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6885,2514651,São José do Brejo do Cruz - PB,1336,88,272,1696,78.77,5.19,16.04
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6884,2514701,São José do Sabugi - PB,3664,98,367,4129,88.74,2.37,8.89
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6883,2514800,São José dos Cordeiros - PB,2631,29,751,3411,77.13,0.85,22.02
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6882,2514909,São Mamede - PB,6887,120,453,7460,92.32,1.61,6.07
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6881,2515005,São Miguel de Taipu - PB,5600,415,1046,7061,79.31,5.88,14.81
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6880,2515104,São Sebastião de Lagoa de Roça - PB,7426,165,3435,11026,67.35,1.5,31.15
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-687f,3117801,Conceição dos Ouros - MG,10833,15,3,10851,99.83,0.14,0.03
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-687e,2515203,São Sebastião do Umbuzeiro - PB,2139,571,565,3275,65.31,17.44,17.25
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-687d,2515302,Sapé - PB,47002,1410,2757,51169,91.86,2.76,5.39
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-687c,2515401,São Vicente do Seridó - PB,6032,166,4092,10290,58.62,1.61,39.77
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-687b,2515500,Serra Branca - PB,11768,319,1456,13543,86.89,2.36,10.75
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-687a,2515609,Serra da Raiz - PB,2792,56,246,3094,90.24,1.81,7.95
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6879,2515708,Serra Grande - PB,2504,284,153,2941,85.14,9.66,5.2
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6878,2515807,Serra Redonda - PB,4996,302,1523,6821,73.24,4.43,22.33
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6877,2515906,Serraria - PB,3935,84,863,4882,80.6,1.72,17.68
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6876,2515930,Sertãozinho - PB,4584,177,293,5054,90.7,3.5,5.8
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6875,2515971,Sobrado - PB,7899,279,58,8236,95.91,3.39,0.7
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6874,2516003,Solânea - PB,19338,651,6686,26675,72.49,2.44,25.06
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6873,2516102,Soledade - PB,11173,49,2655,13877,80.51,0.35,19.13
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6872,2516151,Sossêgo - PB,1848,10,1487,3345,55.25,0.3,44.45
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6871,3102100,Alto Rio Doce - MG,10735,93,16,10844,98.99,0.86,0.15
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6870,2516201,Sousa - PB,61990,3958,965,66913,92.64,5.92,1.44
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-686f,2516300,Sumé - PB,15437,889,783,17109,90.23,5.2,4.58
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-686e,2516409,Tacima - PB,3845,401,3751,7997,48.08,5.01,46.91
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-686d,2516508,Taperoá - PB,10443,152,3468,14063,74.26,1.08,24.66
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-686c,2516607,Tavares - PB,12011,335,1751,14097,85.2,2.38,12.42
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-686b,2516706,Teixeira - PB,9624,407,4558,14589,65.97,2.79,31.24
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-686a,2516755,Tenório - PB,1670,149,1145,2964,56.34,5.03,38.63
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6869,2516805,Triunfo - PB,8437,826,616,9879,85.4,8.36,6.24
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6868,2516904,Uiraúna - PB,13372,999,532,14903,89.73,6.7,3.57
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6867,2517001,Umbuzeiro - PB,4327,9,4765,9101,47.54,0.1,52.36
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6866,2517100,Várzea - PB,2364,76,225,2665,88.71,2.85,8.44
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6865,2517209,Vieirópolis - PB,3956,400,501,4857,81.45,8.24,10.32
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6864,2517407,Zabelê - PB,1662,184,374,2220,74.86,8.29,16.85
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6863,3102209,Alvarenga - MG,3955,1,3,3959,99.9,0.03,0.08
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6862,2600054,Abreu e Lima - PE,88140,5541,3002,96683,91.16,5.73,3.1
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6861,2600104,Afogados da Ingazeira - PE,36522,1326,2311,40159,90.94,3.3,5.75
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6860,2600203,Afrânio - PE,11110,1122,6409,18641,59.6,6.02,34.38
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-685f,2600302,Agrestina - PE,21629,628,1498,23755,91.05,2.64,6.31
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-685e,2600401,Água Preta - PE,24024,807,1586,26417,90.94,3.05,6
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-685d,2600500,Águas Belas - PE,19540,3742,18231,41513,47.07,9.01,43.92
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-685c,2600609,Alagoinha - PE,5827,2323,5385,13535,43.05,17.16,39.79
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-685b,2600708,Aliança - PE,28775,3270,3674,35719,80.56,9.15,10.29
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-685a,2600807,Altinho - PE,16490,232,3948,20670,79.78,1.12,19.1
